Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Total_Productive_Hours,Is_Overworked,Free_Time,Study_Productive_Ratio
8.5,2.7,7.0,0.1,5.7,3.01,2,16.9,0,0.0,0.5029585501207958
7.9,1.0,7.3,5.7,2.1,3.41,1,11.0,0,0.0,0.718181752892568
5.9,2.7,9.9,0.6,4.9,2.82,0,13.5,1,0.0,0.43703700466392564
5.0,1.7,5.5,4.5,7.3,2.72,2,14.0,0,0.0,0.3571428316326549
6.3,1.7,8.6,0.1,7.3,3.11,1,15.299999999999999,0,0.0,0.4117646789696289
7.9,2.5,8.2,1.3,4.1,3.08,1,14.5,0,0.0,0.5448275486325829
6.0,3.5,8.7,0.1,5.7,2.95,1,15.2,0,0.0,0.3947368161357358
6.2,0.9,6.4,1.5,9.0,2.92,1,16.099999999999998,0,0.0,0.3850931437830346
8.7,2.4,8.4,0.4,4.1,3.16,2,15.2,0,0.0,0.5723683833968168
9.8,3.4,9.0,1.5,0.3,3.49,2,13.500000000000002,0,0.0,0.7259258721536391
6.0,2.5,8.7,4.4,2.4,3.05,1,10.9,0,0.0,0.5504586650955353
7.6,0.3,6.9,5.5,3.7,3.35,1,11.600000000000001,0,0.0,0.6551723573127277
6.3,1.5,9.5,4.0,2.7,3.42,1,10.5,0,0.0,0.5999999428571483
8.9,1.8,8.2,1.3,3.8,3.21,2,14.5,0,0.0,0.61379306111772
7.2,2.6,9.7,0.3,4.2,3.42,1,14.0,0,0.0,0.5142856775510231
9.1,1.2,7.2,0.1,6.4,3.37,2,16.7,0,0.0,0.5449101470113684
5.3,2.0,9.6,0.6,6.5,2.41,0,13.8,0,0.0,0.384057943184207
8.8,1.6,8.3,1.4,3.9,3.26,2,14.3,0,0.0,0.6153845723507293
5.4,0.7,8.3,5.3,4.3,2.75,0,10.399999999999999,1,0.0,0.5192307193047386
9.1,2.7,5.6,1.7,4.9,3.15,2,16.7,1,0.0,0.5449101470113684
7.6,2.1,6.8,2.1,5.4,2.97,1,15.1,0,0.0,0.5033112249462766
9.1,3.2,6.5,4.8,0.4,3.34,2,12.7,1,0.0,0.7165353766507578
6.8,2.0,9.7,4.8,0.7,3.09,1,9.5,0,0.0,0.7157893983379581
5.5,1.6,7.8,3.0,6.1,2.9,0,13.2,0,0.0,0.41666663510101254
8.4,3.4,9.3,2.2,0.7,3.2,2,12.5,0,0.0,0.6719999462400044
7.2,2.4,5.8,4.0,4.6,3.19,2,14.200000000000001,0,0.0,0.5070422178139283
6.1,0.5,5.8,0.0,11.6,2.73,2,18.2,0,0.0,0.33516481674918586
8.6,2.9,7.6,0.8,4.1,3.15,2,15.6,0,0.0,0.5512820159434605
5.5,0.9,7.6,3.6,6.4,2.57,0,12.8,0,0.0,0.4296874664306667
6.2,0.2,7.0,1.4,9.2,3.13,1,15.599999999999998,0,0.0,0.3974358719592391
7.1,1.7,7.7,4.2,3.3,3.48,1,12.099999999999998,0,3.552713678800501e-15,0.586776811010181
8.5,0.7,7.5,2.5,4.8,3.34,2,14.0,0,0.0,0.6071428137755134
7.7,0.5,8.0,0.7,7.1,3.34,1,15.3,0,3.552713678800501e-15,0.5032679409628796
6.7,0.6,8.5,1.2,7.0,3.18,1,14.299999999999999,0,0.0,0.46853143576703254
6.0,2.0,7.1,0.1,8.8,2.85,1,16.8,0,0.0,0.35714283588435497
9.0,0.3,7.4,3.4,3.9,3.64,2,13.200000000000001,0,0.0,0.6818181301652931
6.3,0.0,8.6,3.2,5.9,3.14,1,12.2,0,3.552713678800501e-15,0.516393400295623
9.2,3.3,9.2,1.1,1.2,3.6,2,13.7,0,0.0,0.671532797698336
7.3,0.7,9.3,5.3,1.4,2.97,1,9.399999999999999,1,0.0,0.7765956620642914
7.3,0.3,6.9,4.8,4.7,3.09,1,12.3,1,0.0,0.5934958867076515
5.3,3.5,6.9,3.3,5.0,2.81,0,13.8,1,0.0,0.384057943184207
9.8,0.3,8.2,0.4,5.3,3.71,2,15.400000000000002,0,0.0,0.636363595041325
7.2,4.0,7.8,1.6,3.4,2.98,1,14.6,0,0.0,0.49315065115406503
6.1,1.4,6.9,0.4,9.2,2.79,1,16.7,0,0.0,0.36526943920542276
8.6,2.6,8.5,0.0,4.3,2.85,2,15.499999999999998,0,0.0,0.554838673881376
6.1,2.6,7.4,0.0,7.9,3.03,1,16.6,0,0.0,0.3674698573813338
7.7,0.3,8.8,3.5,3.7,3.29,1,11.700000000000001,0,0.0,0.6581196018701195
8.9,3.0,9.0,1.6,1.5,3.42,2,13.4,0,0.0,0.6641790549120109
8.1,3.0,5.8,1.2,5.9,3.04,2,17.0,0,0.0,0.4764705602076141
9.5,3.0,9.5,1.5,0.5,3.76,2,13.0,0,0.0,0.7307691745562174
9.4,2.3,8.2,0.6,3.5,3.62,2,15.2,0,0.0,0.6184210119459861
7.4,2.9,6.4,1.2,6.1,2.89,1,16.4,0,3.552713678800501e-15,0.4512194846817388
6.1,1.7,9.5,3.0,3.7,2.76,1,11.5,0,0.0,0.5304347364839359
5.9,0.3,8.5,2.3,7.0,2.99,0,13.200000000000001,0,0.0,0.4469696631083589
9.0,1.1,8.5,1.4,4.0,3.56,2,14.1,0,0.0,0.6382978270710762
9.7,2.5,6.6,1.4,3.8,3.57,2,16.0,0,0.0,0.6062499621093773
6.1,2.4,6.3,4.0,5.2,2.73,1,13.700000000000001,0,0.0,0.4452554419521575
9.1,3.1,8.8,0.6,2.4,3.42,2,14.6,0,0.0,0.6232876285419433
6.8,1.7,5.2,1.6,8.7,2.91,2,17.2,0,0.0,0.3953488142239061
5.2,3.5,6.2,3.3,5.8,2.8,0,14.5,0,0.0,0.3586206649227128
6.6,3.6,9.4,1.4,3.0,2.94,1,13.2,0,0.0,0.499999962121215
9.5,4.0,9.1,1.2,0.2,3.52,2,13.7,0,3.552713678800501e-15,0.6934306063189339
5.3,0.4,10.0,2.0,6.3,2.49,0,12.0,0,0.0,0.4416666298611142
8.7,3.2,9.3,2.8,0.0,3.1,2,11.899999999999999,0,0.0,0.731092375538456
5.1,1.4,8.9,3.4,5.2,2.72,0,11.700000000000001,0,0.0,0.43589739864124794
6.6,2.6,6.2,0.1,8.5,3.11,1,17.7,0,0.0,0.37288133486546127
8.8,0.2,9.2,3.6,2.2,3.59,2,11.2,0,0.0,0.7857142155612309
7.8,2.5,9.3,2.6,1.8,3.2,1,12.1,1,0.0,0.6446280458985086
8.8,1.8,8.5,1.9,3.0,3.32,2,13.600000000000001,0,0.0,0.6470587759515606
6.1,2.4,9.6,5.5,0.4,2.99,1,8.9,0,0.0,0.6853931814164964
6.1,4.0,9.9,2.6,1.4,2.49,1,11.5,0,0.0,0.5304347364839359
9.0,2.9,8.0,0.2,3.9,3.74,2,15.8,0,0.0,0.5696202171126444
8.4,1.5,9.7,0.7,3.7,3.16,2,13.600000000000001,0,0.0,0.6176470134083079
7.5,2.8,8.5,3.4,1.8,2.98,1,12.100000000000001,0,0.0,0.6198346595177967
8.2,2.4,5.9,4.2,3.3,3.13,2,13.9,0,3.552713678800501e-15,0.5899280151130925
7.3,2.7,9.2,0.8,4.0,3.41,1,14.0,0,0.0,0.5214285341836762
9.2,3.2,9.8,1.0,0.8,3.55,2,13.2,0,0.0,0.6969696441689663
7.4,1.6,5.8,3.4,5.8,3.19,2,14.799999999999999,0,0.0,0.49999996621621856
7.9,2.4,6.8,0.3,6.6,3.14,1,16.9,0,0.0,0.4674555936416809
5.2,1.7,5.4,3.6,8.1,2.55,2,15.0,0,0.0,0.34666664355555715
9.3,3.5,6.0,3.8,1.4,3.52,2,14.200000000000001,1,0.0,0.6549295313429908
6.4,3.2,10.0,0.1,4.3,3.01,1,13.899999999999999,1,0.0,0.460431621551682
9.9,1.9,9.2,0.2,2.8,3.65,2,14.6,0,0.0,0.6780821453368394
6.7,0.3,9.9,4.9,2.2,2.96,1,9.200000000000001,0,0.0,0.7282607904064358
5.4,0.8,6.1,2.8,8.9,2.66,0,15.100000000000001,1,0.0,0.3576158703565649
6.3,0.4,5.8,0.9,10.6,2.93,2,17.299999999999997,0,0.0,0.364161828661166
6.4,3.2,6.6,1.8,6.0,3.06,1,15.600000000000001,1,0.0,0.41025638395792413
6.2,0.5,6.3,2.1,8.9,2.84,1,15.600000000000001,1,0.0,0.39743587195923896
6.1,3.2,5.7,2.1,6.9,2.95,2,16.2,1,0.0,0.3765431866331366
9.3,0.6,5.4,2.9,5.8,3.51,2,15.700000000000001,0,0.0,0.5923566501683662
9.0,0.5,7.9,3.0,3.6,2.99,2,13.1,0,0.0,0.6870228483188666
5.7,2.5,6.4,2.9,6.5,2.84,0,14.7,0,0.0,0.38775507566292006
6.5,3.3,5.3,2.5,6.4,2.81,2,16.2,1,0.0,0.4012345431336702
7.3,2.9,7.9,3.9,2.0,3.19,1,12.200000000000001,0,0.0,0.5983606066917535
6.6,2.2,9.2,5.9,0.1,3.06,1,8.899999999999999,0,0.0,0.7415729503850619
9.4,1.5,6.0,2.9,4.2,3.4,2,15.100000000000001,0,0.0,0.6225165150651315
7.4,3.4,6.8,5.2,1.2,3.45,1,12.0,0,0.0,0.6166666152777821
7.0,1.3,7.3,4.6,3.8,3.0,1,12.100000000000001,0,0.0,0.578512348883277
9.8,0.7,7.8,3.3,2.4,3.41,2,12.9,0,0.0,0.7596898635899332
7.4,2.6,6.1,3.3,4.6,3.41,1,14.6,0,0.0,0.5068492803527891
5.7,2.3,5.9,1.7,8.4,2.62,2,16.400000000000002,0,3.552713678800501e-15,0.3475609544170149
6.1,0.7,9.1,1.7,6.4,2.69,1,13.2,0,3.552713678800501e-15,0.46212117711203204
6.9,3.2,6.8,0.5,6.6,3.08,1,16.7,1,0.0,0.41317362795367496
7.8,3.4,9.0,0.7,3.1,2.95,1,14.3,0,3.552713678800501e-15,0.5454545073108736
6.1,3.5,6.2,1.6,6.6,3.05,1,16.2,0,0.0,0.3765431866331366
5.0,3.5,9.0,3.8,2.7,2.62,0,11.2,0,0.0,0.4464285315688812
7.3,1.4,5.5,2.9,6.9,3.19,2,15.6,0,0.0,0.4679486879520072
9.6,0.2,6.5,1.2,6.5,3.5,2,16.3,0,3.552713678800501e-15,0.5889570190823914
7.3,1.9,8.8,0.9,5.1,3.06,1,14.299999999999999,0,0.0,0.5104894747909459
7.4,1.7,8.0,6.0,0.9,3.0,1,10.0,0,0.0,0.7399999260000075
9.1,0.7,5.2,1.2,7.8,3.64,2,17.599999999999998,0,3.552713678800501e-15,0.5170454251678736
6.7,2.0,8.1,5.5,1.7,3.11,1,10.4,0,0.0,0.6442307072855089
5.3,0.1,7.8,2.6,8.2,3.58,0,13.6,0,0.0,0.389705853698099
9.2,0.6,5.1,2.7,6.4,3.27,2,16.2,0,3.552713678800501e-15,0.5679011995122716
8.0,1.1,5.9,2.3,6.7,3.27,2,15.799999999999999,1,0.0,0.5063290818779063
9.0,1.6,8.8,0.6,4.0,3.2,2,14.6,0,0.0,0.6164383139425813
8.4,2.3,9.6,1.4,2.3,3.41,2,13.0,0,0.0,0.646153796449708
5.3,0.1,9.1,3.1,6.4,2.65,0,11.799999999999999,0,0.0,0.44915250430910986
6.7,0.1,9.8,4.0,3.4,3.15,1,10.2,0,0.0,0.6568626806997373
9.7,1.1,8.1,3.5,1.6,3.63,2,12.399999999999999,0,0.0,0.7822580014308064
9.7,3.5,8.7,0.6,1.5,3.36,2,14.7,0,0.0,0.6598639006895306
6.4,3.9,5.1,4.3,4.3,3.14,2,14.6,1,0.0,0.4383561343591689
10.0,1.2,6.7,0.5,5.6,3.79,2,16.8,0,3.552713678800501e-15,0.5952380598072583
7.2,1.0,6.7,5.0,4.1,3.21,1,12.3,0,0.0,0.5853658060678206
5.3,0.4,5.8,3.6,8.9,2.76,2,14.6,1,0.0,0.36301367376618676
5.8,3.9,7.2,3.0,4.1,2.83,0,13.799999999999999,0,0.0,0.4202898246166794
8.3,3.0,8.8,2.3,1.6,2.92,2,12.9,1,0.0,0.643410802836372
9.5,3.3,8.8,0.1,2.3,3.24,2,15.100000000000001,1,0.0,0.6291390311828456
7.0,3.5,9.5,3.6,0.4,3.4,1,10.9,0,0.0,0.6422017759447912
6.6,2.8,6.4,1.1,7.1,2.88,1,16.5,0,0.0,0.3999999757575772
7.1,3.3,5.6,4.4,3.6,2.85,2,14.0,0,0.0,0.5071428209183699
7.7,1.2,7.5,1.8,5.8,2.88,1,14.7,0,0.0,0.5238094881762254
5.8,0.5,7.7,5.4,4.6,3.27,0,10.899999999999999,0,0.0,0.5321100429256842
6.7,2.9,8.3,5.6,0.5,3.06,1,10.1,0,0.0,0.6633662709538346
8.3,3.6,7.0,1.7,3.4,3.5,2,15.3,0,0.0,0.5424836246742729
5.1,3.3,9.0,0.6,6.0,2.54,0,14.399999999999999,0,0.0,0.354166642071761
5.6,3.9,6.1,0.4,8.0,3.32,0,17.5,0,0.0,0.31999998171428673
8.0,3.0,5.2,4.0,3.8,3.01,2,14.8,0,0.0,0.5405405040175335
5.9,2.3,6.5,5.6,3.7,2.9,0,11.900000000000002,0,0.0,0.49579827766401025
9.1,3.9,6.3,4.6,0.1,2.98,2,13.1,0,0.0,0.6946564355224095
5.3,0.2,8.5,2.7,7.3,2.62,0,12.799999999999999,0,0.0,0.4140624676513698
6.1,2.5,6.3,3.5,5.6,3.13,1,14.2,0,0.0,0.4295774345368004
9.1,1.9,6.8,2.2,4.0,3.27,2,15.0,0,0.0,0.6066666262222249
9.0,1.3,6.0,0.5,7.2,3.05,2,17.5,0,0.0,0.5142856848979608
9.2,0.9,6.9,4.9,2.1,2.81,2,12.2,0,0.0,0.7540982988444017
9.1,1.5,7.3,1.8,4.3,3.4,2,14.899999999999999,0,0.0,0.6107382140444152
7.7,0.1,7.4,2.4,6.4,3.24,1,14.200000000000001,0,0.0,0.5422534829398956
5.8,2.6,9.9,3.2,2.5,2.8,0,10.9,0,0.0,0.5321100429256841
7.1,0.5,8.1,5.6,2.7,3.1,1,10.3,0,0.0,0.6893203214252115
8.3,0.3,6.8,3.3,5.3,3.48,2,13.900000000000002,1,0.0,0.5971222591998374
9.1,2.4,6.9,1.4,4.2,3.3,2,15.700000000000001,0,0.0,0.5796177974765734
5.5,1.4,7.1,4.1,5.9,2.71,0,12.8,0,0.0,0.4296874664306667
7.0,0.7,5.8,5.0,5.5,3.09,2,13.2,0,0.0,0.5303029901285614
5.2,1.7,5.8,5.3,6.0,2.48,2,12.899999999999999,0,0.0,0.40310074394567885
7.5,2.9,9.8,0.8,3.0,3.19,1,13.4,1,0.0,0.5597014507685485
9.4,3.7,9.6,0.8,0.5,3.16,2,13.600000000000001,1,0.0,0.6911764197664397
8.8,2.1,8.4,2.0,2.7,3.66,2,13.6,0,0.0,0.6470587759515607
8.7,3.3,5.7,5.0,1.3,3.55,2,13.3,0,0.0,0.6541352891627602
7.2,1.5,9.6,1.4,4.3,3.11,1,13.0,0,0.0,0.5538461112426069
9.2,1.9,7.6,1.6,3.7,3.02,2,14.799999999999999,0,0.0,0.6216215796201636
5.2,1.1,5.0,5.9,6.8,2.93,2,13.1,0,0.0,0.39694653458423407
9.8,1.6,8.6,1.4,2.6,3.68,2,14.0,0,0.0,0.6999999500000037
9.7,1.6,8.9,1.0,2.8,3.57,2,14.1,0,0.0,0.6879432136210487
10.0,0.1,8.0,3.9,2.0,3.35,2,12.1,0,0.0,0.8264462126903958
9.7,0.7,8.1,1.2,4.3,3.53,2,14.7,0,3.552713678800501e-15,0.6598639006895306
6.5,2.2,7.1,1.0,7.2,2.91,1,15.899999999999999,0,0.0,0.4088050057355343
8.8,3.6,5.4,2.4,3.8,3.08,2,16.200000000000003,0,0.0,0.543209843011738
5.5,0.1,8.3,3.6,6.5,2.73,0,12.1,0,0.0,0.4545454169797176
5.1,3.3,9.9,0.8,4.9,2.64,0,13.3,0,0.0,0.3834586177850663
6.2,3.5,9.6,2.0,2.7,2.55,1,12.4,0,0.0,0.4999999596774226
5.1,2.3,5.1,4.7,6.8,3.03,2,14.2,0,3.552713678800501e-15,0.3591549042848659
6.5,0.2,7.9,2.4,7.0,2.98,1,13.7,0,0.0,0.4744525201129548
6.4,2.8,6.4,5.4,3.0,3.05,1,12.2,0,0.0,0.524590120935236
6.9,2.2,5.3,2.6,7.0,3.12,2,16.1,1,0.0,0.4285714019520868
6.1,0.9,9.1,5.6,2.3,3.01,1,9.299999999999999,0,0.0,0.6559139079662465
5.5,1.8,6.7,5.2,4.8,2.24,0,12.100000000000001,0,0.0,0.45454541697971756
6.7,1.6,7.6,1.0,7.1,2.93,1,15.4,0,0.0,0.4350649068139671
7.9,3.2,8.8,0.6,3.5,3.09,1,14.600000000000001,1,0.0,0.5410958533495991
6.8,1.6,8.4,0.3,6.9,2.88,1,15.299999999999999,1,0.0,0.4444444153957899
5.2,1.6,8.5,1.2,7.5,2.52,0,14.299999999999999,0,0.0,0.3636363382072491
9.4,3.6,6.5,1.0,3.5,3.57,2,16.5,0,0.0,0.5696969351698827
7.1,1.0,8.4,5.0,2.5,3.26,1,10.6,0,0.0,0.6698112575649757
7.0,0.6,8.7,2.2,5.5,3.15,1,13.1,0,3.552713678800501e-15,0.5343511042480074
8.4,1.1,5.4,6.0,3.1,3.44,2,12.6,0,0.0,0.6666666137566181
9.3,1.2,7.3,3.7,2.5,3.76,2,13.0,0,0.0,0.715384560355034
7.1,1.7,6.7,3.4,5.1,2.99,1,13.899999999999999,0,3.552713678800501e-15,0.5107913301588972
9.7,2.8,9.1,1.3,1.1,3.54,2,13.599999999999998,0,0.0,0.7132352416738794
8.9,0.1,9.1,0.2,5.7,3.14,2,14.700000000000001,0,3.552713678800501e-15,0.6054421356842085
8.8,1.0,9.3,0.5,4.4,3.18,2,14.200000000000001,0,0.0,0.6197182662170235
5.6,3.9,8.4,5.1,1.0,3.08,0,10.5,0,0.0,0.5333332825396874
8.0,2.4,8.4,3.0,2.2,2.96,1,12.6,0,0.0,0.6349205845301124
7.1,1.1,8.8,1.4,5.6,2.85,1,13.799999999999999,0,0.0,0.5144927163411076
8.1,3.0,6.1,0.4,6.4,3.37,2,17.5,0,0.0,0.46285711640816474
5.7,2.4,9.2,0.3,6.4,2.69,0,14.500000000000002,0,0.0,0.3931034211652813
7.4,3.7,6.7,2.8,3.4,3.36,1,14.5,1,0.0,0.5103447923900144
5.1,0.3,6.3,0.2,12.1,2.55,0,17.5,0,0.0,0.2914285547755111
7.7,0.7,6.5,4.0,5.1,3.54,1,13.5,0,0.0,0.5703703281207165
9.8,0.2,9.5,2.6,1.9,3.47,2,11.9,0,0.0,0.8235293425605595
5.3,0.4,8.0,2.0,8.3,3.37,0,14.000000000000002,0,0.0,0.37857140153061414
9.6,1.6,5.7,4.3,2.8,3.49,2,13.999999999999998,0,0.0,0.6857142367346974
8.5,3.6,9.0,2.0,0.9,2.9,2,13.0,0,0.0,0.6538461035502998
8.4,3.8,6.5,0.0,5.3,3.08,2,17.5,0,0.0,0.4799999725714301
8.3,2.5,8.0,0.1,5.1,3.1,2,15.9,0,0.0,0.5220125457853745
8.6,1.3,8.3,3.2,2.6,3.11,2,12.5,0,0.0,0.6879999449600044
5.5,3.3,9.6,3.6,2.0,2.75,0,10.8,0,0.0,0.5092592121056285
5.5,1.6,8.6,4.7,3.6,2.64,0,10.7,0,3.552713678800501e-15,0.5140186435496595
6.3,0.1,7.7,5.1,4.8,3.22,1,11.2,0,0.0,0.5624999497767903
9.8,2.3,7.6,0.4,3.9,3.04,2,16.0,0,0.0,0.6124999617187524
8.0,1.6,6.2,0.6,7.6,3.38,1,17.2,0,0.0,0.4651162520281249
6.6,0.4,5.9,5.9,5.2,3.27,2,12.200000000000001,0,0.0,0.5409835622144621
9.4,4.0,7.9,2.2,0.5,2.91,2,13.9,0,0.0,0.6762589441540329
6.6,1.2,7.0,4.0,5.2,2.76,1,13.0,0,0.0,0.5076922686390563
5.7,2.5,5.6,3.5,6.7,3.08,2,14.9,0,0.0,0.3825503098959524
8.5,2.8,8.8,3.4,0.5,3.63,2,11.8,0,0.0,0.7203389220051761
8.1,0.7,5.1,1.7,8.4,3.21,2,17.2,0,3.552713678800501e-15,0.4709302051784764
7.2,2.5,9.2,1.0,4.1,3.07,1,13.8,0,0.0,0.521739092627602
7.9,2.2,5.4,0.3,8.2,2.99,2,18.3,1,0.0,0.43169396548120403
5.5,2.3,7.7,1.4,7.1,3.05,0,14.899999999999999,0,3.552713678800501e-15,0.3691274920048664
5.2,2.0,8.4,1.5,6.9,2.88,0,14.100000000000001,0,0.0,0.3687943000855106
6.5,2.5,9.5,4.5,1.0,3.29,1,10.0,0,0.0,0.6499999350000065
6.8,2.6,7.3,1.1,6.2,3.13,1,15.6,1,0.0,0.43589740795529436
8.5,2.2,6.8,5.5,1.0,3.07,2,11.7,0,0.0,0.72649566440208
8.4,1.6,8.8,2.4,2.8,3.51,2,12.799999999999999,0,0.0,0.6562499487304728
7.1,3.7,6.3,0.7,6.2,3.15,1,17.0,0,0.0,0.41764703425605676
6.9,0.2,6.7,3.0,7.2,3.05,1,14.3,0,0.0,0.48251744877500363
5.8,2.6,10.0,2.5,3.1,2.64,0,11.5,0,0.0,0.5043477822306276
5.6,3.5,7.1,2.3,5.5,2.5,0,14.6,0,0.0,0.38356161756427276
8.3,1.8,8.2,0.4,5.3,3.33,2,15.400000000000002,0,0.0,0.5389610039635712
5.8,1.9,8.0,3.5,4.8,2.9,0,12.5,0,0.0,0.463999962880003
7.0,1.4,5.6,2.4,7.6,3.15,2,16.0,0,0.0,0.4374999726562517
6.0,0.2,7.8,3.6,6.4,2.75,1,12.6,1,0.0,0.4761904383975843
9.4,2.3,6.7,4.5,1.1,3.25,2,12.8,0,0.0,0.7343749426269577
7.8,3.6,7.0,1.7,3.9,3.19,1,15.299999999999999,0,0.0,0.509803888248112
5.7,0.6,7.2,3.6,6.9,2.96,0,13.200000000000001,0,0.0,0.4318181491046857
9.1,0.3,7.4,3.8,3.4,3.66,2,12.8,1,0.0,0.7109374444580121
9.1,3.1,6.4,5.1,0.3,3.45,2,12.5,0,0.0,0.7279999417600047
7.9,3.7,8.4,1.9,2.1,2.68,1,13.7,0,0.0,0.576642293675745
9.0,3.8,5.1,5.9,0.2,3.22,2,13.0,0,0.0,0.6923076390532585
7.2,2.6,6.9,0.3,7.0,3.0,1,16.8,1,0.0,0.428571403061226
8.0,3.6,6.9,1.2,4.3,3.08,1,15.9,0,3.552713678800501e-15,0.5031446224437345
9.1,3.3,7.9,1.3,2.4,3.35,2,14.8,0,0.0,0.6148648233199443
9.0,2.2,9.1,2.3,1.4,3.44,2,12.600000000000001,0,0.0,0.7142856575963763
7.1,3.8,7.7,3.3,2.1,3.33,1,13.0,0,0.0,0.5461538041420151
6.1,2.5,7.9,1.1,6.4,2.94,1,15.0,0,0.0,0.4066666395555574
8.8,2.1,6.1,4.0,3.0,3.2,2,13.9,0,0.0,0.6330934796335627
5.4,1.8,5.8,1.1,9.9,2.71,2,17.1,1,0.0,0.3157894552169909
5.3,1.6,7.6,2.9,6.6,2.54,0,13.499999999999998,0,0.0,0.392592563511662
6.9,3.4,5.7,3.0,5.0,3.37,2,15.3,0,0.0,0.4509803626810221
9.4,2.2,9.8,0.1,2.5,3.79,2,14.100000000000001,1,0.0,0.6666666193853461
5.5,0.2,5.9,3.2,9.2,2.74,2,14.899999999999999,0,3.552713678800501e-15,0.3691274920048664
9.7,3.4,6.5,0.3,4.1,3.48,2,17.2,0,0.0,0.5639534555841014
5.8,0.5,5.6,3.1,9.0,2.73,2,15.3,0,0.0,0.3790849425434678
9.9,2.7,9.7,0.2,1.5,3.23,2,14.100000000000001,0,0.0,0.7021276097781837
6.9,2.2,5.4,0.0,9.5,3.27,2,18.599999999999998,0,0.0,0.3709677219909827
7.1,2.0,7.1,0.1,7.7,3.34,1,16.8,0,0.0,0.42261902246315336
6.7,0.7,5.5,5.7,5.4,3.31,2,12.8,0,0.0,0.5234374591064486
6.6,1.6,6.2,0.6,9.0,3.12,1,17.2,0,0.0,0.383720907923203
5.9,3.2,8.4,3.3,3.2,3.05,0,12.3,1,0.0,0.4796747577500197
5.4,1.1,6.7,4.7,6.1,2.8,0,12.6,0,0.0,0.4285713945578259
10.0,1.0,9.4,3.0,0.6,3.4,2,11.6,0,0.0,0.8620688912009578
7.0,3.9,5.9,4.8,2.4,2.78,2,13.3,1,0.0,0.5263157499010714
6.7,2.9,7.1,3.5,3.8,3.09,1,13.4,0,0.0,0.49999996268657
9.3,0.2,8.5,0.8,5.2,3.49,2,14.7,0,0.0,0.6326530181868696
7.1,2.2,7.0,3.1,4.6,2.87,1,13.899999999999999,0,0.0,0.5107913301588972
5.7,0.6,9.7,5.3,2.7,3.18,0,9.0,0,0.0,0.6333332629629709
9.5,4.0,6.0,1.6,2.9,3.39,2,16.4,0,0.0,0.5792682573616916
7.1,1.4,8.0,3.5,4.0,3.48,1,12.5,0,0.0,0.5679999545600036
5.8,1.9,7.8,3.4,5.1,3.01,0,12.799999999999999,0,3.552713678800501e-15,0.4531249645996122
5.1,1.4,8.9,3.4,5.2,2.6,0,11.700000000000001,0,0.0,0.43589739864124794
6.3,2.8,7.8,4.8,2.3,3.08,1,11.399999999999999,0,0.0,0.5526315304709185
7.4,0.5,6.3,2.5,7.3,3.4,1,15.2,0,0.0,0.4868420732340742
8.0,2.1,6.4,0.0,7.5,2.83,1,17.6,0,0.0,0.45454542871900966
8.7,0.1,7.9,5.6,1.7,3.3,2,10.499999999999998,0,0.0,0.8285713496598716
5.9,1.9,5.5,3.8,6.9,2.45,2,14.700000000000001,1,0.0,0.40136051691425056
7.6,3.6,6.0,0.1,6.7,3.38,1,17.900000000000002,0,0.0,0.4245809818669842
9.3,2.3,9.5,1.7,1.2,3.34,2,12.8,0,0.0,0.7265624432373092
8.7,3.7,7.9,0.7,3.0,3.57,2,15.399999999999999,0,3.552713678800501e-15,0.5649350282509722
6.3,0.8,6.2,1.8,8.9,3.37,1,16.0,0,0.0,0.3937499753906265
7.1,2.5,5.4,0.5,8.5,3.33,2,18.1,0,0.0,0.39226517169805675
5.9,2.1,6.1,1.7,8.2,3.13,0,16.2,0,3.552713678800501e-15,0.36419750838286985
5.1,2.6,8.3,4.8,3.2,2.69,0,10.9,0,0.0,0.467889865331205
9.7,0.1,5.8,5.3,3.1,3.92,2,12.899999999999999,0,0.0,0.7519379262063624
8.3,2.7,9.7,3.3,0.0,2.95,2,11.0,0,0.0,0.7545453859504195
8.6,1.1,9.4,0.2,4.7,3.36,2,14.4,0,3.552713678800501e-15,0.5972221807484597
6.3,0.9,5.7,5.2,5.9,2.9,2,13.1,0,0.0,0.4809159938232066
7.5,2.7,6.2,4.5,3.1,2.97,1,13.3,0,0.0,0.5639097320368622
7.1,0.8,9.9,3.9,2.3,3.28,1,10.2,0,0.0,0.6960783631295723
9.7,1.2,8.9,3.2,1.0,3.26,2,11.899999999999999,0,3.552713678800501e-15,0.8151259819221864
8.4,2.9,7.9,1.0,3.8,3.2,2,15.1,0,0.0,0.5562913538879899
7.5,1.2,7.1,3.9,4.3,2.96,1,13.0,0,0.0,0.5769230325443822
7.0,1.1,6.0,4.7,5.2,3.2,1,13.299999999999999,0,0.0,0.5263157499010716
9.5,1.5,8.8,3.8,0.4,3.36,2,11.4,1,0.0,0.8333332602339246
9.8,1.5,6.7,0.4,5.6,3.54,2,16.9,0,3.552713678800501e-15,0.5798816224922118
7.4,0.4,6.2,1.9,8.1,3.16,1,15.9,0,0.0,0.46540877576045436
6.5,3.4,9.3,3.7,1.1,3.02,1,11.0,0,0.0,0.5909090371900876
5.7,2.8,9.7,4.0,1.8,2.86,0,10.3,0,0.0,0.5533980045244656
